BTH_YR,GENDER,SCTR_CD,LN_AMT,DLQ_TYPE,DLQ_CD_1,DLQ_CD_2,DLQ_AMT,CD_OPN_CD_1,CD_OPN_CD_2,LN_CD_2
64,0,2,10000.0,0.0,0,0,0.0,1,1,1
43,0,6,1300.0,0.0,0,0,0.0,0,0,15
43,0,1,4300.0,0.0,0,0,0.0,0,0,1
43,0,1,9000.0,0.0,0,0,0.0,0,0,1
39,0,3,1000.0,0.0,0,0,0.0,1,1,19
45,1,6,2100.0,0.0,0,0,0.0,0,0,1
42,0,1,4500.0,0.0,0,0,0.0,0,0,1
42,0,1,59000.0,0.0,0,0,0.0,0,0,6
42,0,1,41000.0,0.0,0,0,0.0,0,0,1
60,0,3,10000.0,0.0,0,0,0.0,1,1,19
60,0,7,7300.0,0.0,0,0,0.0,0,0,13
43,0,1,13000.0,0.0,0,0,0.0,0,0,1
43,0,7,14000.0,0.0,0,0,0.0,0,0,1
50,0,1,10000.0,0.0,0,0,0.0,1,1,1
37,1,1,30000.0,0.0,0,0,0.0,0,0,1
37,1,1,70000.0,0.0,0,0,0.0,1,2,1
42,0,1,15000.0,0.0,0,0,0.0,0,0,6
42,0,1,4500.0,0.0,0,0,0.0,0,0,1
46,0,1,24000.0,0.0,0,0,0.0,0,0,6
70,1,2,22000.0,0.0,0,0,0.0,0,0,6
70,1,2,220000.0,0.0,0,0,0.0,0,0,6
50,1,7,4400.0,1.0,1,2,4000.0,0,0,1
50,1,7,2500.0,0.0,0,0,0.0,0,0,1
42,0,6,12000.0,0.0,0,0,0.0,0,0,1
32,1,2,170000.0,0.0,0,0,0.0,0,0,6
41,0,2,36000.0,0.0,0,0,0.0,0,0,7
41,0,3,250.0,0.0,0,0,0.0,1,1,19
41,0,3,2500.0,0.0,0,0,0.0,1,1,19
37,1,1,4700.0,0.0,0,0,0.0,1,2,1
52,0,3,8900.0,0.0,0,0,0.0,1,1,19
34,1,1,26000.0,0.0,0,0,0.0,1,1,6
34,1,1,50000.0,0.0,0,0,0.0,1,1,1
52,1,4,18000.0,0.0,0,0,0.0,0,0,1
33,1,3,3400.0,0.0,0,0,0.0,1,1,19
33,1,3,4100.0,0.0,0,0,0.0,1,1,19
40,0,1,10000.0,0.0,0,0,0.0,0,0,1
40,0,1,6000.0,1.0,1,1,9000.0,0,0,1
40,0,3,570.0,0.0,0,0,0.0,1,1,19
37,0,5,59000.0,0.0,0,0,0.0,0,0,1
41,0,2,1100.0,0.0,0,0,0.0,0,0,1
68,0,1,68000.0,0.0,0,0,0.0,0,0,6
53,0,2,30000.0,0.0,0,0,0.0,0,0,1
53,0,6,27000.0,0.0,0,0,0.0,0,0,1
53,0,3,1200.0,1.0,2,1,4100.0,1,1,19
53,0,3,1200.0,1.0,2,1,19000.0,1,1,19
53,0,3,15000.0,1.0,2,1,4100.0,1,1,19
53,0,3,15000.0,1.0,2,1,19000.0,1,1,19
53,0,3,8500.0,1.0,2,2,5300.0,1,1,19
53,0,3,5000.0,1.0,2,2,5300.0,1,1,19
22,1,8,6300.0,0.0,0,0,0.0,0,0,2
29,1,1,6400.0,0.0,0,0,0.0,0,0,1
29,1,1,45000.0,0.0,0,0,0.0,0,0,6
38,0,2,10000.0,0.0,0,0,0.0,0,0,1
38,0,1,5000.0,0.0,0,0,0.0,0,0,1
48,0,6,4400.0,0.0,0,0,0.0,0,0,1
48,0,6,22000.0,0.0,0,0,0.0,0,0,1
48,0,1,24000.0,1.0,1,1,24000.0,0,0,6
48,0,2,8000.0,0.0,0,0,0.0,0,0,1
48,0,3,540.0,1.0,2,1,4000.0,1,1,19
33,0,1,20000.0,0.0,0,0,0.0,0,0,1
48,0,3,2900.0,1.0,2,1,4000.0,1,1,19
33,0,1,50000.0,0.0,0,0,0.0,0,0,1
38,1,3,2100.0,1.0,3,1,3600.0,1,1,19
39,0,1,60000.0,0.0,0,0,0.0,0,0,6
49,0,1,30000.0,1.0,1,1,29000.0,0,0,1
49,0,1,4300.0,0.0,0,0,0.0,0,0,1
49,0,7,1500.0,1.0,1,1,1500.0,0,0,1
49,0,2,10000.0,1.0,1,1,10000.0,0,0,1
49,0,2,46000.0,1.0,1,1,10000.0,0,0,7
30,1,6,9900.0,0.0,0,0,0.0,0,0,1
30,1,7,6500.0,0.0,0,0,0.0,0,0,1
30,1,3,940.0,0.0,0,0,0.0,1,1,19
30,1,3,4700.0,0.0,0,0,0.0,1,1,19
30,1,3,2700.0,0.0,0,0,0.0,1,1,19
61,1,1,10000.0,0.0,0,0,0.0,0,0,1
39,0,1,68000.0,0.0,0,0,0.0,0,0,6
43,0,3,520.0,1.0,3,1,550.0,1,1,19
43,0,2,43000.0,0.0,0,0,0.0,0,0,6
26,1,3,150.0,0.0,0,0,0.0,1,1,19
26,1,7,1100.0,0.0,0,0,0.0,0,0,1
24,1,8,2800.0,0.0,0,0,0.0,0,0,2
33,1,1,50000.0,0.0,0,0,0.0,0,0,9
45,0,1,80000.0,0.0,0,0,0.0,0,0,8
46,1,5,17000.0,0.0,0,0,0.0,0,0,1
46,1,3,140.0,0.0,0,0,0.0,1,1,19
46,1,3,1000.0,0.0,0,0,0.0,1,1,19
46,1,3,11000.0,0.0,0,0,0.0,1,1,19
46,1,2,110000.0,0.0,0,0,0.0,0,0,7
17,0,1,2500.0,0.0,0,0,0.0,0,0,10
24,1,8,2100.0,0.0,0,0,0.0,0,0,2
38,1,3,2100.0,1.0,2,1,2000.0,1,1,19
39,0,1,170000.0,0.0,0,0,0.0,0,0,9
48,0,3,7800.0,0.0,0,0,0.0,1,1,19
48,0,3,900.0,0.0,0,0,0.0,1,1,19
32,0,1,10000.0,0.0,0,0,0.0,0,0,1
27,1,8,13000.0,0.0,0,0,0.0,0,0,2
52,1,6,6000.0,0.0,0,0,0.0,0,0,14
44,0,1,77000.0,0.0,0,0,0.0,1,1,6
38,1,6,1700.0,0.0,0,0,0.0,0,0,1
46,0,1,80000.0,0.0,0,0,0.0,0,0,1
24,0,7,2500.0,0.0,0,0,0.0,0,0,1
20,1,8,3300.0,0.0,0,0,0.0,0,0,2
56,0,3,12000.0,0.0,0,0,0.0,1,1,19
56,0,1,8800.0,0.0,0,0,0.0,1,1,19
41,1,5,30000.0,0.0,0,0,0.0,0,0,6
41,1,7,12000.0,0.0,0,0,0.0,0,0,1
41,1,7,1000.0,0.0,0,0,0.0,0,0,1
56,0,3,200.0,0.0,0,0,0.0,1,1,19
56,0,3,12000.0,0.0,0,0,0.0,1,1,19
39,0,6,100000.0,0.0,0,0,0.0,0,0,5
39,0,1,40000.0,0.0,0,0,0.0,0,0,1
39,0,1,5900.0,0.0,0,0,0.0,0,0,1
39,0,1,36000.0,0.0,0,0,0.0,0,0,1
77,0,1,1100.0,0.0,0,0,0.0,1,1,19
35,0,1,510.0,1.0,1,1,6900.0,0,0,10
43,0,7,10.0,0.0,0,0,0.0,0,0,1
43,0,1,100000.0,0.0,0,0,0.0,0,0,1
35,0,1,43000.0,0.0,0,0,0.0,0,0,6
62,1,2,36000.0,0.0,0,0,0.0,1,1,6
62,1,2,8000.0,0.0,0,0,0.0,1,1,1
32,1,1,56000.0,0.0,0,0,0.0,1,1,6
58,1,1,110000.0,0.0,0,0,0.0,0,0,6
48,0,1,4300.0,0.0,0,0,0.0,0,0,1
58,1,2,19000.0,0.0,0,0,0.0,0,0,8
38,0,6,9600.0,0.0,0,0,0.0,0,0,14
34,1,7,2900.0,1.0,1,1,5200.0,0,0,1
42,0,2,16000.0,0.0,0,0,0.0,1,1,19
42,0,1,99000.0,0.0,0,0,0.0,0,0,1
58,1,2,250.0,0.0,0,0,0.0,1,1,19
58,1,3,950.0,0.0,0,0,0.0,1,1,19
34,0,6,26000.0,0.0,0,0,0.0,0,0,14
34,0,1,40000.0,0.0,0,0,0.0,0,0,8
50,0,1,4500.0,0.0,0,0,0.0,0,0,8
50,0,1,94000.0,0.0,0,0,0.0,0,0,6
50,0,1,100000.0,0.0,0,0,0.0,0,0,6
52,1,1,150000.0,0.0,0,0,0.0,0,0,6
23,0,8,3600.0,0.0,0,0,0.0,0,0,2
42,0,6,18000.0,0.0,0,0,0.0,0,0,1
42,0,3,2900.0,0.0,0,0,0.0,1,1,19
42,0,2,20000.0,0.0,0,0,0.0,1,1,1
42,0,2,17000.0,0.0,0,0,0.0,0,0,4
42,0,2,99000.0,0.0,0,0,0.0,0,0,6
47,0,3,2800.0,0.0,0,0,0.0,1,1,19
47,0,3,11000.0,0.0,0,0,0.0,1,1,19
47,0,3,1700.0,0.0,0,0,0.0,1,1,19
47,0,3,5300.0,0.0,0,0,0.0,1,1,19
47,0,3,12000.0,0.0,0,0,0.0,1,1,19
47,0,3,1600.0,0.0,0,0,0.0,1,1,19
50,1,3,9200.0,0.0,0,0,0.0,1,1,19
50,1,3,5800.0,0.0,0,0,0.0,1,1,19
50,1,3,8700.0,0.0,0,0,0.0,1,1,19
38,0,6,17000.0,0.0,0,0,0.0,0,0,14
38,0,7,1700.0,0.0,0,0,0.0,0,0,1
35,1,2,5000.0,0.0,0,0,0.0,0,0,1
55,0,1,9900.0,0.0,0,0,0.0,0,0,4
55,0,6,5200.0,0.0,0,0,0.0,0,0,1
47,0,1,350.0,0.0,0,0,0.0,0,0,1
47,0,1,10000.0,0.0,0,0,0.0,0,0,1
47,0,1,10000.0,0.0,0,0,0.0,0,0,1
47,0,7,11000.0,0.0,0,0,0.0,0,0,8
47,0,7,40000.0,0.0,0,0,0.0,0,0,6
70,0,2,6000.0,0.0,0,0,0.0,0,0,1
47,0,7,40000.0,0.0,0,0,0.0,0,0,1
47,0,7,7800.0,0.0,0,0,0.0,0,0,1
57,1,2,9000.0,0.0,0,0,0.0,1,1,1
57,1,3,940.0,0.0,0,0,0.0,1,1,1
58,0,5,4800.0,0.0,0,0,0.0,0,0,1
58,0,1,97000.0,0.0,0,0,0.0,0,0,6
31,1,1,140000.0,0.0,0,0,0.0,0,0,1
30,0,3,5900.0,0.0,0,0,0.0,1,1,14
30,1,2,270000.0,0.0,0,0,0.0,0,0,13
30,1,6,8400.0,0.0,0,0,0.0,0,0,14
30,1,1,210000.0,0.0,0,0,0.0,0,0,9
48,1,5,3100.0,0.0,0,0,0.0,0,0,1
40,1,1,110000.0,0.0,0,0,0.0,0,0,6
58,1,2,2400.0,1.0,1,2,2000.0,0,0,1
43,0,1,110000.0,0.0,0,0,0.0,0,0,1
43,0,3,400.0,0.0,0,0,0.0,1,1,19
43,0,1,4600.0,0.0,0,0,0.0,0,0,1
55,1,1,77000.0,0.0,0,0,0.0,0,0,6
41,0,2,30000.0,0.0,0,0,0.0,0,0,1
50,1,1,6700.0,0.0,0,0,0.0,0,0,1
53,1,6,17000.0,0.0,0,0,0.0,0,0,14
55,0,2,4000.0,0.0,0,0,0.0,0,0,1
53,1,3,13000.0,0.0,0,0,0.0,1,1,1
55,0,2,10000.0,0.0,0,0,0.0,0,0,6
49,0,2,16000.0,0.0,0,0,0.0,0,0,8
41,0,1,120000.0,0.0,0,0,0.0,0,0,6
45,0,1,2100.0,0.0,0,0,0.0,0,0,1
45,0,6,13000.0,0.0,0,0,0.0,0,0,14
45,0,1,1700.0,0.0,0,0,0.0,1,1,19
37,1,1,35000.0,0.0,0,0,0.0,0,0,11
37,1,1,13000.0,0.0,0,0,0.0,0,0,1
37,1,1,31000.0,0.0,0,0,0.0,0,0,6
44,0,1,57000.0,0.0,0,0,0.0,0,0,1
44,0,1,11000.0,0.0,0,0,0.0,1,1,19
48,1,1,11000.0,0.0,0,0,0.0,1,1,1
48,1,3,630.0,0.0,0,0,0.0,1,1,19
48,1,3,1600.0,0.0,0,0,0.0,1,1,19
48,1,3,8000.0,0.0,0,0,0.0,1,1,19
48,1,3,10000.0,0.0,0,0,0.0,1,1,19
58,1,1,16000.0,0.0,0,0,0.0,0,0,15
58,1,1,1900.0,0.0,0,0,0.0,0,0,1
58,1,3,20000.0,1.0,2,1,7700.0,1,1,19
58,1,3,20000.0,1.0,2,1,7700.0,1,2,19
58,1,3,670.0,0.0,0,0,0.0,1,1,19
33,0,1,15000.0,0.0,0,0,0.0,0,0,8
20,1,8,8000.0,0.0,0,0,0.0,0,0,2
19,1,8,3700.0,0.0,0,0,0.0,0,0,2
55,0,3,15000.0,0.0,0,0,0.0,1,1,19
55,0,7,7700.0,0.0,0,0,0.0,0,0,8
55,0,6,14000.0,0.0,0,0,0.0,0,0,13
55,0,1,200000.0,0.0,0,0,0.0,0,0,1
49,0,2,19000.0,0.0,0,0,0.0,0,0,1
37,1,1,4900.0,0.0,0,0,0.0,0,0,8
53,1,1,180000.0,0.0,0,0,0.0,0,0,6
53,1,1,190000.0,0.0,0,0,0.0,0,0,7
43,1,3,9900.0,0.0,0,0,0.0,1,1,19
39,0,1,9000.0,0.0,0,0,0.0,1,1,1
21,0,6,4200.0,0.0,0,0,0.0,0,0,14
43,0,2,12000.0,0.0,0,0,0.0,0,0,8
51,0,3,500.0,0.0,0,0,0.0,2,1,19
51,0,3,500.0,0.0,0,0,0.0,1,1,19
51,0,3,1000.0,0.0,0,0,0.0,1,1,19
51,0,7,12000.0,0.0,0,0,0.0,0,0,1
51,0,6,14000.0,0.0,0,0,0.0,0,0,14
30,1,3,1800.0,0.0,0,0,0.0,1,1,19
17,0,7,2300.0,0.0,0,0,0.0,0,0,1
17,0,7,3800.0,0.0,0,0,0.0,0,0,1
57,1,2,36000.0,0.0,0,0,0.0,1,1,1
32,1,1,2100.0,0.0,0,0,0.0,0,0,6
49,1,2,100000.0,0.0,0,0,0.0,0,0,6
44,0,1,200000.0,0.0,0,0,0.0,0,0,1
56,0,3,7900.0,0.0,0,0,0.0,1,1,19
56,0,3,11000.0,0.0,0,0,0.0,1,2,19
56,0,3,11000.0,0.0,0,0,0.0,1,1,19
55,0,3,2100.0,0.0,0,0,0.0,1,1,19
55,0,1,40000.0,0.0,0,0,0.0,0,0,1
40,0,7,18000.0,0.0,0,0,0.0,0,0,1
55,0,3,7900.0,0.0,0,0,0.0,0,0,1
55,0,3,6700.0,0.0,0,0,0.0,1,1,19
55,0,3,4800.0,0.0,0,0,0.0,1,1,19
55,0,3,2300.0,0.0,0,0,0.0,1,1,19
55,0,3,300.0,0.0,0,0,0.0,1,1,19
55,0,3,11000.0,0.0,0,0,0.0,1,1,19
39,0,1,2700.0,0.0,0,0,0.0,1,1,1
39,0,1,22000.0,0.0,0,0,0.0,0,0,1
39,0,1,15000.0,0.0,0,0,0.0,0,0,1
60,1,1,10000.0,0.0,0,0,0.0,0,0,1
43,1,3,10000.0,0.0,0,0,0.0,1,1,19
45,1,2,180000.0,0.0,0,0,0.0,0,0,6
55,0,3,11000.0,0.0,0,0,0.0,1,1,19
55,0,3,11000.0,0.0,0,0,0.0,1,2,19
55,0,3,1000.0,0.0,0,0,0.0,1,1,19
55,0,3,1000.0,0.0,0,0,0.0,1,2,19
55,0,6,7600.0,0.0,0,0,0.0,0,0,14
55,0,3,3000.0,0.0,0,0,0.0,1,1,19
28,0,1,40000.0,0.0,0,0,0.0,0,0,1
35,1,3,5600.0,0.0,0,0,0.0,2,1,19
35,1,3,5600.0,0.0,0,0,0.0,1,1,19
35,1,3,1800.0,0.0,0,0,0.0,2,1,19
35,1,3,1800.0,0.0,0,0,0.0,1,1,19
42,1,3,21000.0,0.0,0,0,0.0,1,1,19
35,1,6,320.0,0.0,0,0,0.0,0,0,15
55,1,3,500.0,0.0,0,0,0.0,1,1,19
55,1,3,20.0,0.0,0,0,0.0,1,1,19
55,1,3,200.0,0.0,0,0,0.0,1,1,19
55,1,3,1600.0,0.0,0,0,0.0,1,1,19
55,1,2,14000.0,0.0,0,0,0.0,0,0,2
35,1,3,2600.0,0.0,0,0,0.0,1,1,19
35,1,3,1800.0,0.0,0,0,0.0,1,1,19
35,1,3,500.0,0.0,0,0,0.0,1,1,19
35,1,6,1900.0,0.0,0,0,0.0,0,0,1
64,0,3,3100.0,0.0,0,0,0.0,1,1,19
64,0,6,7300.0,0.0,0,0,0.0,0,0,14
64,0,6,13000.0,0.0,0,0,0.0,0,0,15
64,0,3,3800.0,0.0,0,0,0.0,1,1,19
55,1,3,600.0,0.0,0,0,0.0,1,1,19
42,1,6,6200.0,0.0,0,0,0.0,0,0,14
42,1,6,15000.0,0.0,0,0,0.0,0,0,14
42,1,6,4700.0,0.0,0,0,0.0,0,0,1
44,0,3,550.0,1.0,3,1,11000.0,2,1,19
65,0,2,10000.0,0.0,0,0,0.0,1,1,1
27,0,3,2800.0,0.0,0,0,0.0,1,1,19
27,0,7,10000.0,0.0,0,0,0.0,0,0,1
27,0,1,4900.0,0.0,0,0,0.0,0,0,1
29,1,1,17000.0,0.0,0,0,0.0,0,0,1
45,0,2,3800.0,0.0,0,0,0.0,0,0,9
45,0,3,700.0,0.0,0,0,0.0,1,1,19
45,0,3,4700.0,0.0,0,0,0.0,1,1,19
25,0,1,10000.0,0.0,0,0,0.0,0,0,4
22,1,6,6600.0,0.0,0,0,0.0,0,0,1
22,1,8,1200.0,0.0,0,0,0.0,0,0,2
26,0,6,15000.0,1.0,1,1,19000.0,0,0,16
26,0,7,13000.0,0.0,0,0,0.0,0,0,1
47,0,1,920.0,1.0,1,1,330.0,0,0,1
43,0,1,13000.0,0.0,0,0,0.0,1,1,1
43,0,1,41000.0,0.0,0,0,0.0,0,0,1
33,1,1,15000.0,0.0,0,0,0.0,0,0,1
40,0,3,250.0,0.0,0,0,0.0,1,1,19
40,0,7,9800.0,0.0,0,0,0.0,0,0,1
29,0,3,9500.0,1.0,2,1,4300.0,1,1,19
29,0,3,9500.0,1.0,2,1,9600.0,1,1,19
29,0,3,9500.0,1.0,3,1,2300.0,1,1,19
70,0,1,30000.0,0.0,0,0,0.0,0,0,11
44,0,3,2300.0,0.0,0,0,0.0,1,1,1
44,0,3,800.0,0.0,0,0,0.0,1,1,19
24,0,6,8500.0,0.0,0,0,0.0,0,0,14
44,0,3,71000.0,0.0,0,0,0.0,0,0,6
41,0,1,46000.0,0.0,0,0,0.0,0,0,6
44,0,6,16000.0,0.0,0,0,0.0,0,0,8
44,0,3,1400.0,0.0,0,0,0.0,1,1,19
51,1,6,1900.0,0.0,0,0,0.0,0,0,1
51,1,6,7400.0,0.0,0,0,0.0,0,0,1
51,1,2,5400.0,0.0,0,0,0.0,0,0,8
51,1,2,15000.0,0.0,0,0,0.0,0,0,1
51,1,6,28000.0,0.0,0,0,0.0,0,0,5
52,1,3,4700.0,0.0,0,0,0.0,1,1,19
52,1,7,11000.0,0.0,0,0,0.0,0,0,1
29,0,6,14000.0,0.0,0,0,0.0,0,0,15
29,0,1,80000.0,0.0,0,0,0.0,0,0,1
29,0,8,6200.0,0.0,0,0,0.0,0,0,2
24,0,1,28000.0,0.0,0,0,0.0,0,0,8
78,0,6,1000.0,0.0,0,0,0.0,0,0,14
59,0,6,5500.0,0.0,0,0,0.0,0,0,14
52,0,3,4200.0,0.0,0,0,0.0,1,1,19
25,0,8,1800.0,0.0,0,0,0.0,0,0,2
64,1,3,5200.0,0.0,0,0,0.0,1,1,19
60,1,1,70000.0,0.0,0,0,0.0,0,0,6
60,1,1,13000.0,0.0,0,0,0.0,0,0,1
31,0,1,40000.0,0.0,0,0,0.0,1,1,1
46,0,1,60000.0,0.0,0,0,0.0,0,0,1
46,0,6,7300.0,0.0,0,0,0.0,0,0,14
46,0,1,60000.0,0.0,0,0,0.0,0,0,6
46,0,1,92000.0,0.0,0,0,0.0,0,0,1
52,0,2,31000.0,0.0,0,0,0.0,1,1,1
52,0,2,180000.0,0.0,0,0,0.0,1,1,7
42,1,6,14000.0,0.0,0,0,0.0,0,0,14
44,0,3,4800.0,0.0,0,0,0.0,1,1,19
44,0,3,4900.0,0.0,0,0,0.0,1,1,19
48,0,1,18000.0,0.0,0,0,0.0,0,0,6
43,0,3,500.0,0.0,0,0,0.0,1,1,19
58,0,2,92000.0,0.0,0,0,0.0,0,0,6
60,1,3,2000.0,0.0,0,0,0.0,2,1,19
60,1,3,2000.0,0.0,0,0,0.0,1,1,19
50,0,6,14000.0,0.0,0,0,0.0,0,0,14
50,0,3,7300.0,0.0,0,0,0.0,1,1,19
61,0,3,5400.0,0.0,0,0,0.0,1,1,19
61,0,3,8500.0,0.0,0,0,0.0,1,1,19
61,0,3,3400.0,0.0,0,0,0.0,1,1,19
61,0,3,2000.0,0.0,0,0,0.0,1,1,19
44,0,1,200000.0,0.0,0,0,0.0,0,0,1
43,1,6,3000.0,0.0,0,0,0.0,0,0,1
43,1,3,980.0,1.0,2,1,1300.0,1,1,19
43,1,1,280000.0,0.0,0,0,0.0,0,0,1
43,1,5,1800.0,0.0,0,0,0.0,0,0,1
37,1,3,3000.0,0.0,0,0,0.0,1,1,19
37,1,3,8200.0,0.0,0,0,0.0,1,1,19
37,1,1,20000.0,0.0,0,0,0.0,0,0,8
25,0,6,2600.0,0.0,0,0,0.0,0,0,1
25,0,1,31000.0,0.0,0,0,0.0,1,1,8
42,0,1,10000.0,0.0,0,0,0.0,0,0,1
42,0,6,10000.0,0.0,0,0,0.0,0,0,1
42,0,7,4900.0,0.0,0,0,0.0,0,0,1
36,1,1,57000.0,0.0,0,0,0.0,0,0,1
36,1,1,30000.0,0.0,0,0,0.0,0,0,1
36,1,8,79000.0,0.0,0,0,0.0,0,0,6
36,1,8,88000.0,0.0,0,0,0.0,0,0,9
52,0,8,190000.0,0.0,0,0,0.0,0,0,6
52,0,3,700.0,0.0,0,0,0.0,1,1,19
80,1,1,26000.0,0.0,0,0,0.0,0,0,11
38,1,3,620.0,0.0,0,0,0.0,1,1,19
38,1,1,65000.0,0.0,0,0,0.0,0,0,6
38,1,1,5000.0,0.0,0,0,0.0,0,0,1
24,0,8,2300.0,0.0,0,0,0.0,0,0,2
31,1,1,26000.0,0.0,0,0,0.0,0,0,6
31,0,6,1700.0,0.0,0,0,0.0,0,0,1
31,0,3,1900.0,0.0,0,0,0.0,1,1,19
31,0,3,480.0,0.0,0,0,0.0,1,1,19
31,0,7,750.0,0.0,0,0,0.0,0,0,1
45,0,6,18000.0,0.0,0,0,0.0,0,0,14
45,0,1,450000.0,0.0,0,0,0.0,0,0,7
45,0,3,670.0,0.0,0,0,0.0,1,1,19
37,0,1,10000.0,0.0,0,0,0.0,0,0,1
37,0,3,1400.0,0.0,0,0,0.0,1,1,19
36,1,1,1600.0,0.0,0,0,0.0,0,0,1
36,1,2,95000.0,1.0,1,2,120000.0,0,0,8
51,1,3,20.0,0.0,0,0,0.0,1,1,19
48,0,1,11000.0,0.0,0,0,0.0,1,1,3
38,1,1,50000.0,0.0,0,0,0.0,0,0,1
38,1,2,500000.0,0.0,0,0,0.0,0,0,6
41,1,1,3800.0,0.0,0,0,0.0,1,1,19
41,1,1,100000.0,0.0,0,0,0.0,0,0,6
41,1,1,65000.0,0.0,0,0,0.0,0,0,6
41,1,2,13000.0,0.0,0,0,0.0,0,0,1
41,1,2,20000.0,0.0,0,0,0.0,0,0,4
44,1,1,21000.0,0.0,0,0,0.0,0,0,1
55,0,4,550000.0,0.0,0,0,0.0,0,0,6
43,1,3,200.0,0.0,0,0,0.0,1,1,19
42,0,2,56000.0,0.0,0,0,0.0,0,0,6
42,0,2,9000.0,0.0,0,0,0.0,0,0,1
40,1,1,5000.0,0.0,0,0,0.0,0,0,1
65,1,1,93000.0,0.0,0,0,0.0,0,0,6
41,0,1,60000.0,0.0,0,0,0.0,0,0,6
51,1,3,1000.0,0.0,0,0,0.0,1,1,19
55,0,6,4400.0,0.0,0,0,0.0,0,0,14
62,0,6,8000.0,0.0,0,0,0.0,0,0,1
62,0,6,6300.0,0.0,0,0,0.0,0,0,14
62,0,3,470.0,0.0,0,0,0.0,1,1,19
20,1,8,9300.0,0.0,0,0,0.0,0,0,2
34,1,3,5500.0,0.0,0,0,0.0,1,1,19
34,1,2,20000.0,0.0,0,0,0.0,0,0,1
34,1,3,30.0,0.0,0,0,0.0,2,1,19
34,1,3,30.0,0.0,0,0,0.0,1,1,19
34,1,3,5800.0,0.0,0,0,0.0,2,1,19
34,1,3,5800.0,0.0,0,0,0.0,1,1,19
34,1,3,1000.0,0.0,0,0,0.0,2,1,19
34,1,3,1000.0,0.0,0,0,0.0,1,1,19
34,1,8,23000.0,0.0,0,0,0.0,0,0,2
51,0,1,3000.0,0.0,0,0,0.0,0,0,1
41,0,3,2400.0,0.0,0,0,0.0,1,1,19
41,0,3,2400.0,0.0,0,0,0.0,2,1,19
41,0,6,4800.0,0.0,0,0,0.0,0,0,14
41,0,1,260000.0,0.0,0,0,0.0,0,0,6
41,0,1,2100.0,0.0,0,0,0.0,0,0,1
41,0,2,24000.0,0.0,0,0,0.0,0,0,6
61,0,1,10000.0,0.0,0,0,0.0,0,0,1
43,0,1,120000.0,0.0,0,0,0.0,0,0,1
67,1,1,5000.0,0.0,0,0,0.0,1,1,1
67,1,3,100.0,0.0,0,0,0.0,1,1,16
18,1,8,5200.0,0.0,0,0,0.0,0,0,2
39,0,1,50000.0,0.0,0,0,0.0,0,0,8
39,0,1,20000.0,0.0,0,0,0.0,0,0,1
26,0,1,9400.0,0.0,0,0,0.0,0,0,1
39,0,1,58000.0,0.0,0,0,0.0,0,0,1
26,0,1,9200.0,0.0,0,0,0.0,0,0,7
35,1,3,1600.0,0.0,0,0,0.0,1,1,19
42,1,3,500.0,0.0,0,0,0.0,1,1,19
42,1,3,3200.0,0.0,0,0,0.0,1,1,19
42,1,3,15000.0,0.0,0,0,0.0,1,1,19
32,0,1,25000.0,0.0,0,0,0.0,0,0,1
32,0,1,35000.0,0.0,0,0,0.0,0,0,6
32,0,1,81000.0,0.0,0,0,0.0,0,0,6
36,1,1,2800.0,0.0,0,0,0.0,0,0,4
49,0,1,38000.0,0.0,0,0,0.0,0,0,1
49,0,1,41000.0,0.0,0,0,0.0,0,0,1
59,0,2,20000.0,0.0,0,0,0.0,1,1,1
59,0,2,18000.0,0.0,0,0,0.0,1,1,1
72,0,2,60000.0,0.0,0,0,0.0,1,1,7
48,1,1,80.0,1.0,1,1,9300.0,0,0,1
48,1,7,10000.0,0.0,0,0,0.0,0,0,1
39,1,1,73000.0,0.0,0,0,0.0,1,1,6
62,1,2,7000.0,0.0,0,0,0.0,0,0,1
20,0,8,12000.0,0.0,0,0,0.0,0,0,2
45,0,1,44000.0,0.0,0,0,0.0,0,0,6
45,0,3,2800.0,0.0,0,0,0.0,1,1,19
45,0,3,8400.0,0.0,0,0,0.0,1,1,19
41,1,3,800.0,0.0,0,0,0.0,1,1,19
41,1,1,1000.0,0.0,0,0,0.0,1,1,19
41,1,1,3400.0,0.0,0,0,0.0,1,1,19
41,1,1,1200.0,0.0,0,0,0.0,1,1,19
41,1,3,53000.0,0.0,0,0,0.0,0,0,13
41,1,6,1600.0,0.0,0,0,0.0,0,0,16
35,1,1,130000.0,0.0,0,0,0.0,0,0,6
21,0,8,3000.0,0.0,0,0,0.0,0,0,2
39,0,1,150000.0,0.0,0,0,0.0,0,0,6
61,0,1,120000.0,0.0,0,0,0.0,0,0,9
61,0,1,140000.0,0.0,0,0,0.0,0,0,6
62,0,8,19000.0,0.0,0,0,0.0,0,0,1
52,1,3,4300.0,0.0,0,0,0.0,1,1,19
52,1,3,440.0,0.0,0,0,0.0,1,1,19
63,0,2,30000.0,0.0,0,0,0.0,0,0,4
63,0,1,15000.0,0.0,0,0,0.0,1,1,1
63,0,1,10000.0,0.0,0,0,0.0,1,1,1
50,1,1,4800.0,0.0,0,0,0.0,1,1,1
50,1,1,14000.0,0.0,0,0,0.0,1,1,11
45,0,6,31000.0,0.0,0,0,0.0,0,0,1
45,0,3,1200.0,0.0,0,0,0.0,1,1,19
45,0,3,480.0,0.0,0,0,0.0,1,1,19
45,0,3,2600.0,0.0,0,0,0.0,1,1,19
